Date,Category,Geography,Customer_Type,Sales,Revenue,Order_ID,Customer,Total_Amount,Status,Visits,Orders,Stage,Count,Traffic_Source,Session_Duration,Bounce_Rate,Pages_Per_Session,Product_Name
2023-02-14,Toys,Europe,Returning,331.22,768.63,6712,Customer_31,862.83,Completed,347,49,Purchase,86,Organic Search,8.49,0.82,4.28,Product_24
2023-05-12,Clothing,Europe,Returning,39.36,967.91,9024,Customer_39,109.24,Completed,75,35,Visit,37,Organic Search,1.2,0.91,4.95,Product_53
2023-01-09,Home & Kitchen,Asia,Returning,608.09,225.39,6187,Customer_714,852.92,Pending,200,31,Add to Cart,90,Referral,8.07,0.23,7.33,Product_28
2023-04-08,Books,North America,Returning,468.17,242.72,4065,Customer_491,502.97,Completed,320,40,Visit,72,Organic Search,5.5,0.69,7.38,Product_95
2023-03-26,Electronics,South America,Returning,575.44,396.28,4228,Customer_387,582.05,Completed,402,44,Add to Cart,90,Referral,4.69,0.56,7.98,Product_64
2023-05-24,Toys,North America,New,892.97,118.06,1566,Customer_988,388.78,Pending,407,17,Add to Cart,7,Organic Search,4.14,0.41,5.0,Product_88
2023-02-08,Books,South America,New,999.01,551.57,4162,Customer_908,460.2,Pending,234,23,Visit,67,Referral,9.26,0.92,3.35,Product_76
2023-02-15,Home & Kitchen,North America,Returning,530.51,225.36,2832,Customer_737,862.14,Pending,392,21,Visit,100,Organic Search,3.33,0.48,3.19,Product_25
2023-04-25,Electronics,Asia,Returning,535.05,783.32,1772,Customer_460,930.2,Pending,239,35,Visit,32,Direct,9.23,0.99,8.32,Product_78
2023-01-28,Books,Europe,Returning,434.65,462.62,8780,Customer_744,529.94,Cancelled,209,42,Purchase,92,Direct,8.72,0.93,1.58,Product_63
2023-04-25,Books,Asia,New,737.12,698.16,6536,Customer_259,745.84,Completed,54,46,Add to Cart,40,Paid Ads,9.24,0.96,2.65,Product_14
2023-05-04,Home & Kitchen,Europe,Returning,545.07,996.02,8413,Customer_138,957.74,Cancelled,96,44,Add to Cart,89,Organic Search,5.24,0.4,4.14,Product_91
2023-04-20,Toys,Australia,New,803.48,504.62,9511,Customer_886,205.13,Completed,220,20,Purchase,83,Direct,1.24,0.43,4.29,Product_23
2023-05-28,Books,North America,New,269.17,390.03,5264,Customer_372,486.28,Completed,88,28,Visit,36,Social Media,7.96,0.96,8.36,Product_43
2023-05-05,Books,Asia,Returning,779.48,388.85,3476,Customer_420,544.85,Completed,87,12,Purchase,14,Referral,1.45,0.29,4.36,Product_76
2023-02-27,Toys,Asia,Returning,638.68,464.06,8943,Customer_210,235.63,Pending,66,49,Add to Cart,33,Organic Search,6.58,0.45,3.72,Product_91
2023-03-04,Clothing,North America,New,163.58,994.87,2315,Customer_629,183.73,Completed,69,50,Visit,53,Organic Search,1.68,0.2,4.02,Product_98
2023-04-25,Home & Kitchen,Europe,Returning,455.33,297.93,6928,Customer_305,359.23,Cancelled,75,44,Purchase,73,Direct,3.58,0.44,6.94,Product_60
2023-03-29,Toys,North America,Returning,304.88,320.04,1534,Customer_187,107.63,Pending,52,5,Purchase,19,Organic Search,4.69,0.5,1.2,Product_37
2023-02-11,Home & Kitchen,Europe,New,190.92,515.44,6030,Customer_458,822.84,Pending,350,30,Purchase,74,Social Media,5.03,0.78,1.38,Product_2
2023-04-05,Clothing,Asia,Returning,295.39,471.21,2180,Customer_735,527.35,Cancelled,353,8,Add to Cart,30,Direct,1.4,0.14,6.74,Product_3
2023-01-06,Clothing,North America,Returning,549.75,137.9,8992,Customer_380,876.0,Cancelled,318,39,Visit,43,Organic Search,6.42,0.8,2.98,Product_7
2023-01-27,Electronics,South America,Returning,50.78,261.58,4788,Customer_737,408.02,Pending,185,13,Purchase,4,Organic Search,3.29,0.69,3.79,Product_8
2023-02-10,Clothing,Asia,Returning,605.88,60.02,7948,Customer_526,340.16,Pending,115,18,Purchase,5,Paid Ads,1.34,0.65,8.96,Product_77
2023-02-22,Electronics,South America,Returning,954.93,451.6,3780,Customer_567,466.14,Completed,474,50,Purchase,36,Social Media,3.51,0.2,8.52,Product_97
2023-03-20,Home & Kitchen,Asia,New,29.53,754.33,5323,Customer_610,473.05,Cancelled,94,21,Add to Cart,38,Organic Search,9.66,0.41,2.62,Product_23
2023-01-02,Home & Kitchen,North America,New,64.54,960.79,6357,Customer_222,589.15,Pending,83,25,Visit,26,Paid Ads,5.07,0.74,8.88,Product_74
2023-05-06,Toys,North America,New,766.39,725.92,6022,Customer_449,64.97,Pending,234,29,Add to Cart,43,Paid Ads,8.74,0.4,4.65,Product_17
2023-03-02,Toys,Asia,Returning,352.83,25.54,4010,Customer_339,74.23,Pending,351,23,Add to Cart,23,Referral,9.78,0.52,6.47,Product_68
2023-04-24,Electronics,South America,Returning,164.13,901.73,9142,Customer_979,278.79,Pending,314,41,Add to Cart,21,Referral,2.64,0.05,5.5,Product_17
2023-03-18,Home & Kitchen,Europe,Returning,604.78,229.09,9308,Customer_75,539.56,Cancelled,57,39,Purchase,24,Paid Ads,3.58,0.6,4.12,Product_45
2023-05-13,Toys,Asia,Returning,198.56,881.93,5325,Customer_252,746.8,Cancelled,484,46,Visit,55,Referral,7.28,0.43,6.7,Product_99
2023-02-15,Electronics,Asia,Returning,333.74,125.3,4264,Customer_660,351.03,Cancelled,500,17,Add to Cart,82,Organic Search,3.11,0.14,6.59,Product_65
2023-04-03,Home & Kitchen,Australia,New,73.45,879.78,3644,Customer_105,224.96,Pending,230,29,Purchase,69,Social Media,8.52,0.29,2.92,Product_62
2023-05-28,Books,Asia,Returning,990.16,42.8,4267,Customer_972,480.77,Pending,132,9,Visit,93,Organic Search,6.83,0.21,2.98,Product_73
2023-02-13,Electronics,North America,Returning,922.89,132.56,4211,Customer_774,452.92,Pending,113,15,Visit,41,Social Media,5.16,0.48,8.01,Product_6
2023-05-01,Books,North America,New,943.27,502.81,6360,Customer_444,195.31,Pending,478,30,Purchase,62,Social Media,8.38,0.52,3.64,Product_55
2023-03-18,Books,South America,New,992.54,920.98,5492,Customer_688,44.88,Cancelled,111,50,Visit,82,Organic Search,9.52,0.28,7.57,Product_48
2023-03-30,Home & Kitchen,Australia,Returning,464.33,551.2,1564,Customer_154,134.34,Completed,311,10,Visit,33,Direct,6.43,0.78,7.67,Product_6
2023-05-30,Clothing,South America,New,435.96,279.84,1978,Customer_334,861.55,Completed,241,36,Visit,68,Direct,8.43,0.7,1.52,Product_26
2023-05-29,Toys,Australia,Returning,302.88,771.02,5292,Customer_430,524.22,Cancelled,293,5,Purchase,86,Paid Ads,5.11,0.67,9.4,Product_16
2023-02-11,Books,Asia,Returning,828.58,282.22,2492,Customer_729,787.17,Pending,120,14,Add to Cart,74,Organic Search,8.35,0.71,2.84,Product_61
2023-03-21,Clothing,Asia,New,178.39,218.66,3685,Customer_407,960.19,Cancelled,311,2,Add to Cart,17,Paid Ads,9.76,0.37,7.49,Product_77
2023-05-11,Electronics,Australia,New,91.05,507.9,9250,Customer_91,837.15,Cancelled,101,10,Visit,64,Organic Search,4.09,0.16,8.42,Product_56
2023-04-02,Clothing,Asia,New,416.79,361.86,9943,Customer_133,112.42,Pending,104,16,Purchase,24,Direct,9.36,0.44,2.08,Product_38
2023-01-12,Electronics,Australia,New,120.01,490.8,9257,Customer_683,920.57,Pending,172,18,Visit,40,Referral,9.22,0.28,9.92,Product_85
2023-05-27,Clothing,North America,Returning,383.04,215.5,6185,Customer_454,182.49,Cancelled,83,47,Add to Cart,54,Referral,6.86,0.85,3.73,Product_77
2023-01-14,Electronics,South America,New,514.85,541.12,9545,Customer_680,100.62,Cancelled,304,29,Visit,99,Direct,3.21,0.38,1.83,Product_19
2023-02-26,Books,Asia,Returning,674.91,150.7,9275,Customer_858,765.52,Cancelled,209,22,Add to Cart,39,Direct,7.2,0.06,1.01,Product_70
2023-05-25,Books,South America,New,343.52,215.6,6006,Customer_707,561.29,Pending,475,4,Visit,25,Direct,4.24,0.29,2.28,Product_18
2023-02-03,Toys,North America,Returning,96.37,251.78,4568,Customer_823,472.8,Cancelled,278,49,Purchase,81,Direct,3.72,0.83,3.58,Product_25
2023-05-07,Clothing,Europe,New,764.66,107.27,1586,Customer_81,769.49,Pending,252,27,Add to Cart,40,Organic Search,7.48,0.98,9.11,Product_28
2023-02-13,Clothing,South America,New,316.86,529.7,3753,Customer_602,82.84,Pending,130,10,Purchase,84,Direct,2.73,0.11,3.42,Product_41
2023-04-26,Clothing,Europe,New,202.52,531.29,8204,Customer_354,723.72,Cancelled,405,33,Purchase,94,Social Media,2.13,0.77,8.72,Product_92
2023-04-03,Home & Kitchen,Europe,New,533.61,711.07,7001,Customer_493,300.25,Pending,191,47,Add to Cart,40,Organic Search,1.9,0.11,8.4,Product_90
2023-01-06,Clothing,North America,Returning,177.1,201.56,9673,Customer_11,862.79,Completed,71,10,Purchase,66,Referral,1.78,0.36,4.54,Product_59
2023-04-05,Books,Australia,Returning,139.41,550.03,7231,Customer_675,108.74,Pending,183,22,Purchase,58,Paid Ads,6.51,0.45,9.43,Product_7
2023-01-30,Home & Kitchen,Asia,New,323.58,891.26,8927,Customer_783,550.89,Pending,335,9,Visit,66,Paid Ads,3.52,0.64,5.91,Product_13
2023-05-15,Books,Australia,New,31.8,767.14,5479,Customer_96,976.85,Pending,499,2,Visit,29,Social Media,3.08,0.2,4.32,Product_12
2023-02-27,Home & Kitchen,Australia,Returning,777.79,597.39,5339,Customer_523,190.7,Cancelled,281,25,Purchase,54,Organic Search,3.32,0.02,8.5,Product_99
2023-04-19,Electronics,North America,New,714.99,287.96,1264,Customer_341,117.76,Pending,253,48,Add to Cart,10,Direct,2.94,0.29,4.9,Product_19
2023-03-14,Books,Asia,New,154.99,732.17,7697,Customer_386,581.63,Completed,276,43,Purchase,67,Organic Search,5.1,0.61,1.5,Product_97
2023-02-09,Electronics,South America,Returning,980.62,766.42,6339,Customer_597,27.63,Cancelled,457,21,Add to Cart,3,Social Media,4.79,0.45,4.73,Product_25
2023-05-12,Clothing,Asia,Returning,940.58,168.15,8635,Customer_237,145.1,Pending,365,18,Add to Cart,1,Direct,8.89,0.05,8.16,Product_12
2023-01-27,Clothing,Asia,New,232.6,25.15,7647,Customer_359,913.98,Pending,167,29,Visit,67,Referral,9.66,0.67,1.22,Product_94
2023-01-28,Home & Kitchen,Asia,Returning,510.77,211.8,8015,Customer_912,812.77,Cancelled,166,32,Purchase,95,Direct,7.22,0.94,3.51,Product_13
2023-05-16,Clothing,Australia,New,279.97,344.47,3263,Customer_615,417.4,Pending,423,9,Visit,7,Referral,8.43,0.78,1.73,Product_92
2023-03-14,Books,Asia,New,488.95,921.99,7731,Customer_300,937.0,Completed,361,10,Purchase,67,Direct,5.64,0.62,5.22,Product_13
2023-02-14,Books,Europe,Returning,743.48,577.7,9645,Customer_855,832.93,Completed,267,34,Purchase,46,Social Media,6.62,0.44,4.95,Product_7
2023-02-07,Books,North America,Returning,226.69,388.93,9042,Customer_393,867.78,Cancelled,277,44,Purchase,62,Referral,2.09,0.26,6.52,Product_67
2023-02-03,Home & Kitchen,Australia,New,383.27,221.41,2895,Customer_118,473.01,Pending,383,5,Purchase,30,Referral,2.86,0.2,9.81,Product_32
2023-05-05,Toys,Asia,Returning,788.88,252.0,3064,Customer_7,22.52,Completed,72,17,Purchase,46,Organic Search,3.08,0.83,2.86,Product_47
2023-03-11,Electronics,Asia,Returning,612.04,644.78,5025,Customer_34,540.85,Completed,94,44,Purchase,34,Direct,5.87,0.32,8.02,Product_32
2023-02-12,Clothing,Asia,Returning,361.6,404.37,8310,Customer_299,141.76,Completed,140,10,Purchase,2,Organic Search,3.7,0.68,1.52,Product_73
2023-03-13,Electronics,North America,New,376.69,208.44,2487,Customer_782,675.88,Completed,220,16,Add to Cart,25,Social Media,4.52,0.94,9.49,Product_60
2023-03-28,Clothing,Australia,Returning,86.04,802.84,8411,Customer_272,853.54,Cancelled,251,45,Visit,33,Social Media,5.7,0.33,4.79,Product_8
2023-01-02,Books,South America,New,864.38,109.87,3793,Customer_20,977.43,Completed,471,11,Add to Cart,13,Organic Search,7.4,0.93,9.37,Product_11
2023-02-05,Home & Kitchen,South America,New,204.0,981.41,5065,Customer_714,707.07,Cancelled,252,24,Add to Cart,68,Organic Search,1.15,0.28,8.87,Product_11
2023-01-17,Clothing,South America,Returning,357.41,46.38,9533,Customer_981,385.38,Pending,171,4,Add to Cart,22,Social Media,4.83,0.14,8.15,Product_16
2023-02-02,Books,North America,Returning,420.92,701.18,7169,Customer_543,739.09,Pending,373,1,Purchase,57,Social Media,6.39,0.73,8.24,Product_20
2023-02-21,Home & Kitchen,Europe,Returning,672.83,73.65,4988,Customer_653,879.63,Cancelled,491,34,Add to Cart,11,Paid Ads,2.04,0.84,8.53,Product_1
2023-03-26,Books,South America,Returning,700.7,540.1,7053,Customer_550,755.42,Cancelled,141,28,Visit,96,Referral,1.23,0.01,9.36,Product_87
2023-04-22,Electronics,Australia,New,436.95,156.33,3258,Customer_905,204.94,Cancelled,450,4,Add to Cart,37,Organic Search,5.36,0.84,2.4,Product_61
2023-01-12,Books,Asia,New,92.17,851.27,6395,Customer_572,818.24,Pending,490,27,Visit,73,Paid Ads,4.93,0.02,7.34,Product_52
2023-02-18,Clothing,Asia,New,414.12,780.48,2081,Customer_138,364.15,Pending,282,3,Purchase,91,Referral,9.09,0.46,6.3,Product_33
2023-01-15,Toys,Asia,Returning,870.34,204.33,8131,Customer_528,380.11,Pending,134,29,Add to Cart,53,Referral,2.19,0.32,3.6,Product_93
2023-01-13,Books,Europe,New,889.34,987.32,8142,Customer_74,286.49,Pending,158,28,Visit,46,Paid Ads,7.93,0.38,5.2,Product_89
2023-03-15,Home & Kitchen,Asia,New,509.23,22.89,1056,Customer_41,399.89,Pending,107,38,Purchase,1,Direct,6.59,0.82,7.6,Product_68
2023-04-04,Books,Asia,Returning,108.44,10.67,7264,Customer_197,258.85,Cancelled,52,20,Purchase,24,Referral,6.16,0.24,6.74,Product_67
2023-04-01,Home & Kitchen,North America,New,636.33,173.16,3479,Customer_532,165.27,Pending,370,3,Visit,84,Direct,6.37,0.42,1.63,Product_48
2023-05-13,Electronics,North America,New,612.81,761.25,2386,Customer_103,649.84,Completed,280,8,Visit,83,Referral,3.13,0.92,4.14,Product_23
2023-05-12,Clothing,South America,New,326.41,393.68,6665,Customer_883,761.79,Completed,112,48,Visit,39,Social Media,4.65,0.01,5.87,Product_19
2023-03-26,Clothing,Australia,New,846.38,421.26,4850,Customer_192,186.76,Completed,392,40,Add to Cart,7,Direct,2.31,0.08,5.92,Product_12
2023-01-22,Electronics,South America,New,804.84,238.71,3139,Customer_983,628.39,Cancelled,116,2,Add to Cart,37,Paid Ads,3.34,0.73,3.3,Product_74
2023-04-30,Clothing,Europe,Returning,882.08,208.06,1518,Customer_701,277.26,Pending,154,12,Visit,2,Direct,5.1,0.58,2.65,Product_60
2023-03-10,Home & Kitchen,North America,New,743.42,90.3,5767,Customer_99,612.52,Completed,215,48,Add to Cart,2,Referral,4.27,0.78,4.77,Product_71
2023-01-18,Toys,North America,New,330.75,28.92,9849,Customer_919,495.25,Cancelled,73,27,Add to Cart,97,Social Media,6.06,0.86,2.05,Product_50
2023-05-17,Home & Kitchen,Australia,New,566.65,982.98,6323,Customer_641,735.36,Cancelled,268,42,Purchase,82,Organic Search,8.74,0.04,1.18,Product_73
2023-02-09,Home & Kitchen,Asia,Returning,329.98,251.54,7666,Customer_19,601.43,Pending,135,29,Visit,41,Social Media,4.12,0.77,2.65,Product_84
2023-03-19,Home & Kitchen,South America,New,566.94,660.54,3936,Customer_382,861.56,Cancelled,157,6,Add to Cart,55,Organic Search,5.33,0.73,4.09,Product_87
2023-01-13,Home & Kitchen,Europe,New,275.77,225.03,2474,Customer_128,503.3,Pending,207,43,Purchase,22,Paid Ads,4.38,0.57,9.88,Product_79
2023-02-14,Clothing,Europe,New,667.09,354.21,7382,Customer_595,16.45,Pending,357,10,Visit,78,Organic Search,6.48,0.26,8.85,Product_78
2023-02-08,Electronics,Australia,New,330.38,327.45,5413,Customer_754,234.4,Completed,488,21,Purchase,92,Social Media,4.68,0.8,2.76,Product_69
2023-01-09,Toys,Europe,New,591.17,275.4,4864,Customer_450,120.25,Pending,198,50,Visit,34,Direct,1.25,0.13,9.65,Product_19
2023-04-17,Toys,Asia,New,289.93,584.94,2711,Customer_195,454.21,Pending,475,46,Purchase,31,Organic Search,5.59,0.61,5.36,Product_6
2023-04-09,Home & Kitchen,Europe,New,747.78,622.4,6514,Customer_705,228.47,Cancelled,441,34,Visit,32,Referral,7.02,0.1,8.38,Product_14
2023-04-29,Clothing,Australia,New,852.97,387.87,7996,Customer_781,127.28,Pending,192,23,Visit,41,Direct,3.37,0.21,3.45,Product_41
2023-02-09,Books,Europe,New,124.04,692.08,7937,Customer_334,696.05,Pending,263,35,Add to Cart,12,Direct,8.56,0.75,4.72,Product_100
2023-05-15,Toys,Europe,Returning,127.68,583.9,5721,Customer_892,291.06,Completed,318,29,Purchase,94,Social Media,4.52,0.95,5.61,Product_83
2023-01-31,Toys,Australia,Returning,773.32,383.0,5592,Customer_786,600.15,Completed,192,26,Add to Cart,94,Paid Ads,5.14,0.09,9.66,Product_98
2023-03-05,Home & Kitchen,North America,Returning,664.37,629.34,9446,Customer_603,115.17,Cancelled,88,44,Add to Cart,2,Organic Search,8.71,0.46,1.0,Product_75
2023-02-02,Clothing,Australia,Returning,986.89,189.07,5375,Customer_503,386.15,Completed,454,24,Visit,92,Social Media,2.83,0.87,3.18,Product_97
2023-02-14,Clothing,North America,New,133.81,866.02,1887,Customer_694,249.83,Completed,444,31,Add to Cart,57,Social Media,2.26,0.35,3.32,Product_58
2023-03-18,Electronics,South America,New,673.08,548.58,7584,Customer_422,256.91,Pending,295,42,Add to Cart,28,Direct,6.65,0.56,2.75,Product_81
2023-02-27,Electronics,Europe,New,133.61,304.6,3336,Customer_426,33.68,Completed,252,27,Visit,38,Social Media,3.88,0.62,9.61,Product_7
2023-01-13,Home & Kitchen,Europe,Returning,338.76,87.59,7121,Customer_711,967.51,Cancelled,330,23,Visit,77,Direct,2.35,0.4,1.86,Product_35
2023-04-28,Electronics,South America,Returning,19.0,172.44,6967,Customer_738,23.43,Pending,70,13,Purchase,75,Social Media,7.49,0.44,7.76,Product_95
2023-03-29,Home & Kitchen,North America,Returning,255.0,431.98,9849,Customer_719,46.84,Pending,487,14,Add to Cart,14,Paid Ads,6.93,0.94,5.87,Product_42
2023-03-08,Clothing,South America,Returning,14.94,238.75,6294,Customer_861,86.74,Completed,145,18,Purchase,71,Organic Search,9.05,0.25,6.85,Product_35
2023-03-22,Toys,North America,Returning,902.92,676.52,1291,Customer_519,397.49,Pending,427,17,Add to Cart,17,Social Media,6.19,1.0,1.01,Product_100
2023-03-06,Toys,Europe,New,64.81,904.53,5526,Customer_69,427.26,Pending,298,38,Purchase,80,Paid Ads,3.15,0.43,7.52,Product_64
2023-05-16,Clothing,Europe,New,686.81,658.35,7970,Customer_865,69.62,Pending,142,17,Purchase,26,Paid Ads,2.62,0.1,4.69,Product_42
2023-02-12,Books,Europe,Returning,309.08,179.72,1375,Customer_820,538.78,Pending,372,39,Visit,97,Social Media,8.46,0.64,1.01,Product_91
2023-02-02,Electronics,South America,Returning,572.82,489.29,6567,Customer_496,121.01,Completed,114,37,Visit,82,Paid Ads,4.42,0.87,8.77,Product_78
2023-01-03,Books,South America,New,980.26,789.95,4439,Customer_18,541.17,Cancelled,350,4,Add to Cart,56,Organic Search,6.33,0.66,1.11,Product_19
2023-03-14,Electronics,South America,New,268.53,828.64,9132,Customer_183,316.15,Completed,326,33,Purchase,59,Referral,4.15,0.61,5.72,Product_4
2023-02-07,Home & Kitchen,South America,Returning,128.92,159.34,9557,Customer_259,545.51,Cancelled,343,43,Purchase,41,Referral,7.87,0.85,5.85,Product_44
2023-02-22,Books,South America,New,340.39,482.93,7555,Customer_76,460.77,Cancelled,69,8,Add to Cart,26,Referral,4.89,0.84,1.3,Product_81
2023-02-28,Toys,Australia,Returning,268.58,38.27,1884,Customer_27,748.87,Cancelled,199,15,Visit,79,Referral,6.51,0.9,4.24,Product_50
2023-04-06,Toys,North America,Returning,209.47,374.67,5576,Customer_380,560.96,Pending,489,42,Add to Cart,87,Organic Search,3.26,1.0,8.53,Product_47
2023-04-04,Clothing,South America,Returning,345.21,414.8,5466,Customer_229,154.06,Pending,273,10,Visit,36,Paid Ads,4.36,0.26,3.79,Product_64
2023-03-09,Clothing,Asia,New,629.39,18.34,3840,Customer_339,298.26,Cancelled,269,14,Add to Cart,93,Direct,6.34,0.5,8.84,Product_97
2023-01-28,Toys,Asia,New,295.85,130.4,5880,Customer_981,595.37,Completed,54,45,Add to Cart,53,Referral,5.86,0.25,6.14,Product_76
2023-04-28,Books,Europe,Returning,54.75,917.96,8357,Customer_421,488.52,Completed,344,20,Add to Cart,45,Referral,8.14,0.94,7.81,Product_85
2023-01-28,Toys,Australia,New,881.94,627.08,8095,Customer_889,778.73,Cancelled,444,20,Add to Cart,72,Social Media,2.68,0.03,1.94,Product_61
2023-05-24,Books,South America,New,778.06,779.15,6115,Customer_60,704.52,Completed,387,10,Visit,91,Paid Ads,3.39,0.66,2.77,Product_44
2023-02-03,Electronics,Australia,New,713.13,688.98,8728,Customer_72,324.9,Completed,384,13,Purchase,95,Organic Search,4.54,0.12,8.32,Product_21
2023-01-27,Books,South America,Returning,392.9,616.09,3330,Customer_368,341.8,Completed,265,15,Purchase,34,Direct,1.59,0.62,5.31,Product_52
2023-02-25,Clothing,Europe,New,836.55,473.06,7461,Customer_335,701.37,Cancelled,289,19,Add to Cart,56,Social Media,6.5,0.84,3.98,Product_26
2023-02-01,Home & Kitchen,Europe,Returning,713.12,289.7,4483,Customer_677,864.67,Completed,414,5,Visit,94,Paid Ads,8.61,0.68,9.45,Product_3
2023-03-09,Books,Europe,Returning,550.56,926.2,2265,Customer_400,956.83,Pending,233,25,Purchase,79,Referral,5.77,0.57,3.22,Product_1
2023-04-01,Books,Asia,New,44.5,201.96,7738,Customer_25,398.28,Cancelled,421,14,Purchase,63,Social Media,3.57,0.3,6.01,Product_60
2023-03-26,Electronics,North America,New,498.67,863.42,9376,Customer_75,315.28,Cancelled,117,43,Purchase,6,Social Media,1.0,0.02,9.96,Product_47
2023-01-06,Electronics,Europe,New,901.74,468.88,5460,Customer_342,898.63,Completed,327,20,Add to Cart,94,Social Media,4.96,0.79,2.73,Product_86
2023-01-20,Electronics,North America,Returning,32.64,404.5,9559,Customer_8,643.14,Completed,369,16,Add to Cart,4,Direct,1.75,0.26,6.24,Product_45
2023-05-17,Electronics,Asia,Returning,874.72,201.67,8516,Customer_644,983.7,Cancelled,296,47,Purchase,27,Social Media,1.61,0.96,6.29,Product_71
2023-03-25,Home & Kitchen,South America,New,306.3,66.06,7187,Customer_64,836.62,Pending,491,20,Visit,29,Organic Search,2.45,0.21,7.69,Product_64
2023-01-26,Home & Kitchen,North America,New,446.07,751.11,5521,Customer_132,285.68,Completed,153,8,Add to Cart,91,Social Media,5.9,0.51,4.9,Product_52
2023-05-17,Toys,North America,Returning,543.16,684.75,5246,Customer_68,455.75,Cancelled,196,31,Add to Cart,5,Paid Ads,9.38,0.99,9.03,Product_90
2023-02-26,Toys,Australia,Returning,845.7,307.43,6738,Customer_379,685.28,Completed,445,12,Purchase,55,Direct,2.32,0.92,3.9,Product_44
2023-03-31,Electronics,South America,Returning,885.45,528.43,7976,Customer_609,614.6,Cancelled,135,17,Add to Cart,62,Paid Ads,9.29,0.79,1.63,Product_57
2023-05-28,Toys,North America,New,775.63,17.73,6239,Customer_783,364.39,Pending,428,37,Purchase,42,Organic Search,3.55,0.49,2.83,Product_55
2023-02-11,Home & Kitchen,North America,Returning,366.49,190.91,5926,Customer_390,82.37,Cancelled,339,33,Visit,47,Organic Search,1.26,0.24,4.47,Product_81
2023-02-01,Electronics,Asia,New,976.49,736.13,7470,Customer_660,861.44,Pending,363,15,Add to Cart,7,Paid Ads,8.15,0.21,3.88,Product_90
2023-03-05,Home & Kitchen,Australia,New,144.11,506.3,3204,Customer_305,501.13,Pending,470,38,Purchase,33,Direct,1.68,0.02,8.05,Product_71
2023-03-06,Clothing,North America,New,251.37,50.65,5549,Customer_932,927.68,Cancelled,96,33,Visit,73,Direct,2.69,0.48,7.05,Product_34
2023-03-14,Clothing,Europe,New,442.89,141.91,4514,Customer_687,954.03,Pending,108,18,Purchase,8,Organic Search,4.67,0.6,4.2,Product_100
2023-05-11,Home & Kitchen,Australia,New,819.76,846.98,5941,Customer_959,131.11,Pending,92,27,Purchase,73,Direct,1.24,0.12,2.99,Product_87
2023-04-14,Books,South America,New,491.7,330.71,6192,Customer_264,447.72,Completed,431,10,Add to Cart,34,Paid Ads,2.57,0.1,6.39,Product_8
2023-05-07,Books,Australia,New,900.99,984.48,6354,Customer_47,149.62,Pending,172,34,Purchase,59,Referral,7.62,0.02,3.78,Product_61
2023-05-17,Electronics,South America,New,705.82,897.35,9449,Customer_722,321.26,Pending,312,22,Visit,6,Direct,7.56,0.62,8.23,Product_29
2023-01-06,Books,South America,New,208.36,451.98,2125,Customer_579,661.43,Completed,314,42,Add to Cart,14,Direct,9.66,0.8,3.18,Product_40
2023-02-17,Clothing,North America,New,457.24,363.79,7558,Customer_565,666.06,Cancelled,194,41,Add to Cart,79,Referral,2.03,0.44,7.71,Product_26
2023-05-26,Clothing,North America,New,708.79,346.77,3449,Customer_347,419.21,Pending,134,16,Purchase,8,Social Media,8.02,0.69,5.18,Product_21
2023-04-06,Clothing,Asia,New,652.08,712.83,1397,Customer_599,228.96,Completed,318,11,Add to Cart,23,Direct,3.22,0.66,5.44,Product_64
2023-01-03,Electronics,Europe,Returning,525.94,454.6,1147,Customer_478,831.49,Completed,461,34,Add to Cart,49,Social Media,4.05,0.68,4.88,Product_30
2023-01-05,Books,Asia,New,451.84,202.93,8950,Customer_418,437.19,Pending,169,33,Visit,34,Paid Ads,5.96,0.63,1.29,Product_72
2023-02-07,Toys,Australia,New,995.3,456.95,4007,Customer_906,751.22,Completed,207,44,Purchase,25,Organic Search,9.48,0.26,8.77,Product_70
2023-04-08,Electronics,Europe,Returning,468.26,203.05,1227,Customer_935,148.83,Pending,135,24,Add to Cart,41,Referral,4.07,0.04,3.73,Product_54
2023-05-02,Electronics,North America,Returning,405.4,387.48,1255,Customer_279,367.21,Cancelled,427,42,Add to Cart,96,Referral,2.52,0.01,8.9,Product_22
2023-01-11,Toys,Europe,New,657.14,12.35,3838,Customer_655,388.58,Pending,220,5,Add to Cart,59,Direct,7.3,0.35,6.86,Product_5
2023-03-26,Books,Australia,Returning,187.75,118.63,9460,Customer_891,437.06,Pending,483,48,Add to Cart,64,Organic Search,2.73,0.64,2.24,Product_34
2023-04-22,Home & Kitchen,Asia,Returning,19.78,978.59,3862,Customer_134,863.87,Cancelled,165,20,Visit,59,Direct,8.63,0.75,4.94,Product_5
2023-03-16,Clothing,Asia,New,869.55,97.43,5507,Customer_780,822.38,Completed,358,23,Add to Cart,19,Organic Search,8.96,0.6,7.34,Product_86
2023-04-27,Toys,Australia,New,504.68,944.93,8056,Customer_832,729.13,Pending,474,11,Add to Cart,46,Referral,4.62,0.24,1.78,Product_47
2023-02-21,Electronics,South America,Returning,489.59,64.51,2161,Customer_463,60.64,Pending,442,43,Add to Cart,48,Social Media,6.59,0.71,1.24,Product_24
2023-05-01,Electronics,South America,Returning,514.94,20.3,2280,Customer_499,409.34,Cancelled,50,50,Add to Cart,89,Organic Search,1.52,0.35,2.57,Product_4
2023-03-22,Home & Kitchen,North America,Returning,827.88,49.76,1263,Customer_212,281.8,Completed,347,28,Add to Cart,49,Social Media,8.52,0.95,2.81,Product_44
